title,description,category,priority
Login portal issue,I am facing a network connectivity problem.,IT / Wi-Fi,High
Bathroom issue,The bathroom facilities require attention. Students at Laboratory Block are affected.,Hostel,High
Bus route problem,The college bus is overcrowded. This has been causing inconvenience at Main Gate.,Transport,Medium
Internet connectivity problem,I am facing a network connectivity problem. Students at Main Gate are affected.,IT / Wi-Fi,Medium
Ceiling leakage,Several chairs and desks are damaged. This has been causing inconvenience at Library.,Infrastructure,High
Assignment submission issue,My attendance is incorrect in the academic record. The issue is at Main Building.,Academic,Low
Electrical repair required,The area requires proper cleaning. The issue is at Main Gate.,Maintenance,Medium
Library seat problem,The library timing is causing difficulty for students. I noticed this problem at Academic Block.,Library,Low
Room maintenance issue,The hostel common area is not being cleaned properly. The issue is at Laboratory Block.,Hostel,Low
Classroom problem,There is an electrical infrastructure problem.,Infrastructure,Medium
Practical equipment damaged,A computer in the laboratory is not functioning. Students at Hostel A are affected.,Laboratory,Medium
Broken fan,The area requires proper cleaning.,Maintenance,High
College bus issue,The college bus is overcrowded.,Transport,Medium
Damaged furniture,Water is leaking from the classroom ceiling. I noticed this problem at Sports Complex.,Infrastructure,Low
Book return issue,A library facility requires maintenance. Students at Computer Lab are affected.,Library,High
Reference book unavailable,There are not enough seats available in the library. This has been causing inconvenience at Main Building.,Library,Medium
Laboratory computer issue,Practical equipment appears to be damaged. I noticed this problem at Laboratory Block.,Laboratory,Low
Water supply problem,The hostel common area is not being cleaned properly. Students at Hostel B are affected.,Hostel,Low
Bathroom issue,A basic hostel facility is not working properly. This has been causing inconvenience at Hostel A.,Hostel,Medium
Bus maintenance problem,There is an issue with the current bus route. The issue is at Laboratory Block.,Transport,Medium
Internal marks issue,I am facing a problem while registering for my course.,Academic,Low
College bus issue,The transport timing is inconvenient. The issue is at Hostel C.,Transport,Medium
Campus infrastructure problem,The classroom infrastructure needs maintenance. This has been causing inconvenience at Laboratory Block.,Infrastructure,High
Campus infrastructure problem,Some equipment in the classroom is damaged. Students at Library are affected.,Infrastructure,Low
Practical equipment damaged,There is a problem with the laboratory facilities. I noticed this problem at Main Building.,Laboratory,Medium
Internal marks issue,I am unable to submit my assignment through the portal.,Academic,Low
Bus maintenance problem,The college bus arrived late today. The issue is at Library.,Transport,High
Library seat problem,The digital library is not accessible. The issue is at Hostel B.,Library,Medium
Ceiling leakage,The campus infrastructure needs attention. The issue is at Hostel A.,Infrastructure,High
Transport timing problem,There is an issue with the current bus route.,Transport,Medium
Electrical repair required,A campus facility is damaged and needs repair. Students at Hostel A are affected.,Maintenance,Medium
Computer network issue,Internet speed is extremely slow. I noticed this problem at Library.,IT / Wi-Fi,Medium
Broken fan,There is a plumbing problem that needs attention. This has been causing inconvenience at Hostel B.,Maintenance,High
Damaged furniture,The campus infrastructure needs attention. The issue is at Laboratory Block.,Infrastructure,Medium
Internet connectivity problem,The student portal is not working properly. The issue is at Main Building.,IT / Wi-Fi,Medium
Maintenance request,The area requires proper cleaning. Students at Hostel A are affected.,Maintenance,Medium
Bus overcrowding,There is an issue with the current bus route. This has been causing inconvenience at Laboratory Block.,Transport,High
Campus infrastructure problem,Water is leaking from the classroom ceiling. This has been causing inconvenience at Campus.,Infrastructure,Medium
Water supply problem,There is a problem with my hostel room. Students at Hostel C are affected.,Hostel,Medium
Assignment submission issue,My marks have not been updated on the student portal. I noticed this problem at Main Gate.,Academic,High
Internal marks issue,I need assistance regarding an academic issue. I noticed this problem at Main Building.,Academic,High
Room maintenance issue,The hostel common area is not being cleaned properly. Students at Sports Complex are affected.,Hostel,Medium
Network connection problem,The internet connection is unavailable. Students at Main Building are affected.,IT / Wi-Fi,High
Broken light,A campus facility is damaged and needs repair.,Maintenance,Medium
Campus WiFi issue,The student portal is not working properly. Students at Hostel B are affected.,IT / Wi-Fi,High
Result not updated,I am unable to submit my assignment through the portal. This has been causing inconvenience at Hostel C.,Academic,Low
Internet connectivity problem,WiFi is not working in my hostel. This has been causing inconvenience at Laboratory Block.,IT / Wi-Fi,Medium
Student portal not working,I cannot log in to the student portal. This has been causing inconvenience at Laboratory Block.,IT / Wi-Fi,Low
Water leakage,There is a plumbing problem that needs attention. I noticed this problem at Hostel B.,Maintenance,Medium
Laboratory maintenance,One of the lab workstations is not working. I noticed this problem at Academic Block.,Laboratory,Low
Classroom infrastructure issue,The classroom infrastructure needs maintenance. I noticed this problem at Hostel A.,Infrastructure,Medium
Laboratory facility issue,Practical equipment appears to be damaged. The issue is at Sports Complex.,Laboratory,High
Classroom problem,There is an electrical infrastructure problem. I noticed this problem at Library.,Infrastructure,Medium
Water supply problem,There is a problem with my hostel room.,Hostel,Medium
Digital library issue,The digital library is not accessible.,Library,Medium
Network connection problem,The student portal is not working properly. This has been causing inconvenience at Sports Complex.,IT / Wi-Fi,Low
Hostel room allocation issue,Water supply has been irregular in the hostel.,Hostel,Medium
Computer network issue,The internet connection is unavailable.,IT / Wi-Fi,High
Library seat problem,The required reference book is unavailable.,Library,High
Classroom infrastructure issue,Several chairs and desks are damaged. This has been causing inconvenience at Academic Block.,Infrastructure,Medium
Digital library issue,The required reference book is unavailable. The issue is at Main Gate.,Library,High
Electrical repair required,A campus facility is damaged and needs repair.,Maintenance,Low
Classroom problem,Several chairs and desks are damaged. The issue is at Main Building.,Infrastructure,Low
Internet speed problem,The computer network is not accessible.,IT / Wi-Fi,Low
Electrical infrastructure issue,Water is leaking from the classroom ceiling. This has been causing inconvenience at Campus.,Infrastructure,High
Lab safety issue,Some required laboratory equipment is missing. Students at Hostel A are affected.,Laboratory,Medium
Faculty related issue,My semester result is still not showing. Students at Main Building are affected.,Academic,Medium
Laboratory computer issue,Some required laboratory equipment is missing. The issue is at Academic Block.,Laboratory,Medium
Lab equipment problem,Some required laboratory equipment is missing. Students at Main Building are affected.,Laboratory,Medium
Assignment submission issue,I am unable to submit my assignment through the portal. The issue is at Campus.,Academic,Low
Digital library issue,The digital library is not accessible.,Library,Medium
Ceiling leakage,There is a problem with the classroom facilities. The issue is at Library.,Infrastructure,Low
Book return issue,There are not enough seats available in the library. I noticed this problem at Hostel C.,Library,Low
Room maintenance issue,The bathroom facilities require attention.,Hostel,Medium
Transport timing problem,The scheduled bus service did not arrive. Students at Main Building are affected.,Transport,High
Electrical infrastructure issue,The building requires maintenance. I noticed this problem at Laboratory Block.,Infrastructure,Medium
Bus route problem,The college bus requires maintenance. This has been causing inconvenience at Hostel C.,Transport,Medium
Building maintenance issue,There is an electrical infrastructure problem. I noticed this problem at Hostel C.,Infrastructure,Low
Missing lab equipment,Some required laboratory equipment is missing.,Laboratory,Medium
Hostel room allocation issue,Water supply has been irregular in the hostel. Students at Laboratory Block are affected.,Hostel,High
Electrical repair required,The ceiling fan is not working.,Maintenance,Low
Maintenance request,There is water leakage that requires immediate repair. The issue is at Hostel B.,Maintenance,Low
Building maintenance issue,Some equipment in the classroom is damaged. Students at Main Building are affected.,Infrastructure,Low
Attendance issue,I am facing a problem while registering for my course. Students at Hostel B are affected.,Academic,Medium
Bus maintenance problem,The college bus service is facing a problem. I noticed this problem at Main Building.,Transport,High
Building maintenance issue,The classroom infrastructure needs maintenance. I noticed this problem at Campus.,Infrastructure,Low
Marks not updated,My attendance is incorrect in the academic record. I noticed this problem at Campus.,Academic,Low
Broken fan,There is water leakage that requires immediate repair. The issue is at Academic Block.,Maintenance,Medium
Maintenance request,The ceiling fan is not working. I noticed this problem at Library.,Maintenance,Medium
Electrical repair required,A campus facility is damaged and needs repair. The issue is at Hostel C.,Maintenance,Medium
Bathroom issue,There is an electricity problem in the hostel.,Hostel,Medium
Hostel electricity problem,Water supply has been irregular in the hostel.,Hostel,Medium
Ceiling leakage,The campus infrastructure needs attention. Students at Sports Complex are affected.,Infrastructure,High
Classroom problem,There is a problem with the classroom facilities. The issue is at Library.,Infrastructure,Medium
Missing bus service,The college bus is overcrowded. The issue is at Hostel B.,Transport,Medium
Campus infrastructure problem,Several chairs and desks are damaged. This has been causing inconvenience at Laboratory Block.,Infrastructure,High
Water supply problem,My hostel room requires maintenance. Students at Main Building are affected.,Hostel,Low
Library timing problem,The library timing is causing difficulty for students. I noticed this problem at Laboratory Block.,Library,Medium
Transport facility issue,The college bus requires maintenance.,Transport,Medium
Building maintenance issue,Water is leaking from the classroom ceiling.,Infrastructure,High
Transport timing problem,There is a problem with the transport facility.,Transport,High
Internet connectivity problem,The student portal is not working properly. The issue is at Library.,IT / Wi-Fi,Medium
Course registration problem,I need assistance regarding an academic issue. The issue is at Hostel C.,Academic,Low
Digital library issue,The library timing is causing difficulty for students. This has been causing inconvenience at Main Building.,Library,Medium
Broken light,The lights in the room are not working. The issue is at Academic Block.,Maintenance,Medium
Hostel room allocation issue,My hostel room requires maintenance. This has been causing inconvenience at Hostel A.,Hostel,Medium
Attendance issue,My attendance is incorrect in the academic record.,Academic,Medium
Exam schedule problem,I am facing a problem while registering for my course. The issue is at Hostel C.,Academic,Medium
Hostel room issue,My hostel room requires maintenance. Students at Hostel C are affected.,Hostel,High
Classroom problem,There is an electrical infrastructure problem. I noticed this problem at Laboratory Block.,Infrastructure,High
Result not updated,My attendance is incorrect in the academic record. The issue is at Hostel C.,Academic,Low
Damaged furniture,The classroom infrastructure needs maintenance. This has been causing inconvenience at Laboratory Block.,Infrastructure,High
Practical equipment damaged,There is a safety issue in the laboratory. Students at Laboratory Block are affected.,Laboratory,Critical
Laboratory computer issue,One of the lab workstations is not working. Students at Hostel C are affected.,Laboratory,High
Assignment submission issue,My internal assessment marks appear to be incorrect.,Academic,Low
Bus maintenance problem,The scheduled bus service did not arrive. This has been causing inconvenience at Main Gate.,Transport,High
Classroom infrastructure issue,The campus infrastructure needs attention. This has been causing inconvenience at Main Gate.,Infrastructure,Medium
Laboratory computer issue,A computer in the laboratory is not functioning. I noticed this problem at Hostel B.,Laboratory,Medium
Assignment submission issue,My semester result is still not showing.,Academic,Low
Hostel cleanliness problem,There is a problem with my hostel room. Students at Main Building are affected.,Hostel,Medium
Assignment submission issue,My semester result is still not showing.,Academic,Low
Bus delay,The college bus arrived late today. The issue is at Library.,Transport,Medium
Course registration problem,My semester result is still not showing.,Academic,Medium
Library facility problem,The digital library is not accessible. The issue is at Hostel C.,Library,Medium
Electrical repair required,The ceiling fan is not working.,Maintenance,High
Bus delay,The college bus is overcrowded. Students at Hostel C are affected.,Transport,High
Water supply problem,The hostel common area is not being cleaned properly. Students at Academic Block are affected.,Hostel,Medium
Reference book unavailable,The library timing is causing difficulty for students. I noticed this problem at Library.,Library,Medium
Water leakage,A maintenance request has been pending. Students at Academic Block are affected.,Maintenance,Low
Electrical infrastructure issue,Some equipment in the classroom is damaged. Students at Hostel A are affected.,Infrastructure,Medium
Hostel facility problem,Water supply has been irregular in the hostel. I noticed this problem at Computer Lab.,Hostel,Medium
Missing lab equipment,A computer in the laboratory is not functioning.,Laboratory,Medium
Library computer issue,A computer in the library is not working. This has been causing inconvenience at Hostel C.,Library,Medium
Bus overcrowding,The college bus requires maintenance. Students at Main Gate are affected.,Transport,Low
Bus delay,The scheduled bus service did not arrive. This has been causing inconvenience at Main Building.,Transport,High
Electrical infrastructure issue,The campus infrastructure needs attention.,Infrastructure,Medium
Library computer issue,A library facility requires maintenance. This has been causing inconvenience at Campus.,Library,Medium
Marks not updated,I am unable to submit my assignment through the portal. The issue is at Campus.,Academic,Medium
Bathroom issue,My hostel room requires maintenance.,Hostel,High
Hostel cleanliness problem,My hostel room requires maintenance. The issue is at Computer Lab.,Hostel,Medium
Bus maintenance problem,The college bus requires maintenance. The issue is at Hostel B.,Transport,Medium
Room maintenance issue,My hostel room requires maintenance. This has been causing inconvenience at Academic Block.,Hostel,Medium
Hostel electricity problem,There is an electricity problem in the hostel. This has been causing inconvenience at Sports Complex.,Hostel,Medium
Bus route problem,The college bus is overcrowded. The issue is at Computer Lab.,Transport,Medium
College bus issue,The transport timing is inconvenient.,Transport,Low
Water leakage,The area requires proper cleaning. This has been causing inconvenience at Laboratory Block.,Maintenance,Medium
Assignment submission issue,My marks have not been updated on the student portal. This has been causing inconvenience at Main Gate.,Academic,Medium
Missing lab equipment,A computer in the laboratory is not functioning. The issue is at Hostel C.,Laboratory,Medium
Electrical repair required,There is a plumbing problem that needs attention. This has been causing inconvenience at Computer Lab.,Maintenance,Medium
Missing lab equipment,The equipment required for the practical is not working. This has been causing inconvenience at Hostel B.,Laboratory,Medium
Missing lab equipment,There is a safety issue in the laboratory. This has been causing inconvenience at Library.,Laboratory,Critical
Bus maintenance problem,The college bus service is facing a problem. I noticed this problem at Laboratory Block.,Transport,High
Assignment submission issue,My attendance is incorrect in the academic record.,Academic,Medium
Digital library issue,The required book is not available in the library. This has been causing inconvenience at Hostel C.,Library,Medium
Missing bus service,There is an issue with the current bus route. This has been causing inconvenience at Main Gate.,Transport,Medium
Faculty related issue,The examination schedule has not been updated properly. This has been causing inconvenience at Main Gate.,Academic,Low
Assignment submission issue,I am unable to submit my assignment through the portal.,Academic,Medium
Broken light,The area requires proper cleaning. Students at Academic Block are affected.,Maintenance,Low
Digital library issue,The required book is not available in the library. I noticed this problem at Main Building.,Library,Low
Bus maintenance problem,There is a problem with the transport facility. I noticed this problem at Laboratory Block.,Transport,Medium
Cleaning required,An electrical repair is required. This has been causing inconvenience at Hostel C.,Maintenance,High
Library timing problem,The library timing is causing difficulty for students. This has been causing inconvenience at Campus.,Library,High
Lab workstation problem,Practical equipment appears to be damaged. The issue is at Sports Complex.,Laboratory,Low
Water supply problem,There is a problem with my hostel room. This has been causing inconvenience at Sports Complex.,Hostel,Low
Bus route problem,The college bus requires maintenance.,Transport,Low
Lab workstation problem,There is a safety issue in the laboratory. This has been causing inconvenience at Academic Block.,Laboratory,Critical
Electrical repair required,The lights in the room are not working. The issue is at Computer Lab.,Maintenance,Medium
Transport facility issue,There is a problem with the transport facility. I noticed this problem at Hostel A.,Transport,Medium
Practical equipment damaged,Practical equipment appears to be damaged. This has been causing inconvenience at Main Building.,Laboratory,Medium
Internal marks issue,My marks have not been updated on the student portal. The issue is at Hostel A.,Academic,Medium
Digital library issue,The digital library is not accessible.,Library,High
Internet speed problem,The student portal is not working properly. This has been causing inconvenience at Sports Complex.,IT / Wi-Fi,Low
Broken fan,A maintenance request has been pending. This has been causing inconvenience at Hostel C.,Maintenance,Medium
Ceiling leakage,The building requires maintenance. Students at Hostel B are affected.,Infrastructure,Low
Plumbing problem,The ceiling fan is not working. Students at Library are affected.,Maintenance,Low
Hostel room issue,My hostel room requires maintenance.,Hostel,Medium
Attendance issue,My internal assessment marks appear to be incorrect. Students at Hostel A are affected.,Academic,High
Library timing problem,I am facing an issue while returning a library book. Students at Main Gate are affected.,Library,Medium
Student portal not working,Internet speed is extremely slow. The issue is at Main Building.,IT / Wi-Fi,Medium
Hostel room allocation issue,There is a problem with my hostel room.,Hostel,Low
Hostel facility problem,Water supply has been irregular in the hostel. Students at Hostel B are affected.,Hostel,Medium
Missing lab equipment,A computer in the laboratory is not functioning. This has been causing inconvenience at Hostel B.,Laboratory,Medium
Internet speed problem,The internet connection is unavailable. The issue is at Computer Lab.,IT / Wi-Fi,High
Electrical repair required,A campus facility is damaged and needs repair. The issue is at Main Gate.,Maintenance,Medium
Maintenance request,The area requires proper cleaning. This has been causing inconvenience at Main Gate.,Maintenance,Medium
Classroom problem,The classroom infrastructure needs maintenance.,Infrastructure,Low
Hostel electricity problem,There is an electricity problem in the hostel.,Hostel,Low
Classroom problem,Some equipment in the classroom is damaged.,Infrastructure,Low
Exam schedule problem,I am unable to submit my assignment through the portal. The issue is at Library.,Academic,Medium
Course registration problem,The examination schedule has not been updated properly. The issue is at Academic Block.,Academic,Medium
Practical equipment damaged,There is a problem with the laboratory facilities. The issue is at Academic Block.,Laboratory,Medium
Laboratory facility issue,There is a problem with the laboratory facilities.,Laboratory,High
Network connection problem,Campus WiFi keeps disconnecting. I noticed this problem at Academic Block.,IT / Wi-Fi,High
Bathroom issue,I have an issue with my hostel room allocation. This has been causing inconvenience at Academic Block.,Hostel,High
Transport facility issue,The college bus is overcrowded.,Transport,Low
Maintenance request,The lights in the room are not working. I noticed this problem at Sports Complex.,Maintenance,Medium
Hostel facility problem,I have an issue with my hostel room allocation.,Hostel,Medium
Plumbing problem,The area requires proper cleaning. The issue is at Laboratory Block.,Maintenance,Low
Campus infrastructure problem,Water is leaking from the classroom ceiling. I noticed this problem at Hostel C.,Infrastructure,Medium
Hostel cleanliness problem,There is an electricity problem in the hostel. Students at Library are affected.,Hostel,Medium
Hostel room issue,There is an electricity problem in the hostel. I noticed this problem at Hostel A.,Hostel,Medium
Missing bus service,The transport timing is inconvenient. The issue is at Campus.,Transport,High
Lab safety issue,There is a safety issue in the laboratory.,Laboratory,Critical
Laboratory computer issue,One of the lab workstations is not working. This has been causing inconvenience at Main Gate.,Laboratory,Medium
Book return issue,I am facing an issue while returning a library book. This has been causing inconvenience at Hostel A.,Library,High
Result not updated,My internal assessment marks appear to be incorrect. The issue is at Hostel B.,Academic,High
Campus infrastructure problem,Water is leaking from the classroom ceiling.,Infrastructure,Low
Lab equipment problem,The equipment required for the practical is not working. I noticed this problem at Computer Lab.,Laboratory,Medium
Water leakage,There is water leakage that requires immediate repair. The issue is at Library.,Maintenance,Low
Bus route problem,There is a problem with the transport facility. I noticed this problem at Main Building.,Transport,Medium
Library facility problem,A computer in the library is not working. I noticed this problem at Campus.,Library,High
Internal marks issue,My semester result is still not showing. This has been causing inconvenience at Computer Lab.,Academic,Low
Library computer issue,The required book is not available in the library. The issue is at Academic Block.,Library,Low
Broken classroom equipment,The campus infrastructure needs attention. Students at Laboratory Block are affected.,Infrastructure,Medium
Hostel cleanliness problem,There is an electricity problem in the hostel. The issue is at Campus.,Hostel,Low
Lab equipment problem,A computer in the laboratory is not functioning. I noticed this problem at Hostel A.,Laboratory,Low
Laboratory maintenance,One of the lab workstations is not working. Students at Main Building are affected.,Laboratory,Medium
Bus route problem,The college bus service is facing a problem. Students at Library are affected.,Transport,High
Bus route problem,The transport timing is inconvenient. This has been causing inconvenience at Sports Complex.,Transport,High
Laboratory maintenance,There is a problem with the laboratory facilities. The issue is at Academic Block.,Laboratory,Medium
Laboratory computer issue,The laboratory requires maintenance. Students at Campus are affected.,Laboratory,Medium
Water supply problem,A basic hostel facility is not working properly. Students at Hostel A are affected.,Hostel,Low
Computer network issue,Internet speed is extremely slow. This has been causing inconvenience at Academic Block.,IT / Wi-Fi,Low
Book return issue,The digital library is not accessible. This has been causing inconvenience at Main Building.,Library,Medium
Hostel room allocation issue,The hostel common area is not being cleaned properly. This has been causing inconvenience at Library.,Hostel,High
Internet speed problem,The student portal is not working properly. I noticed this problem at Hostel B.,IT / Wi-Fi,High
Classroom problem,Some equipment in the classroom is damaged. This has been causing inconvenience at Hostel C.,Infrastructure,Low
Hostel cleanliness problem,There is a problem with my hostel room. Students at Computer Lab are affected.,Hostel,Medium
Faculty related issue,I need assistance regarding an academic issue. I noticed this problem at Library.,Academic,Low
Hostel electricity problem,My hostel room requires maintenance. Students at Academic Block are affected.,Hostel,High
Cleaning required,There is water leakage that requires immediate repair. I noticed this problem at Computer Lab.,Maintenance,Medium
Hostel room issue,My hostel room requires maintenance. Students at Laboratory Block are affected.,Hostel,Medium
Internet speed problem,Campus WiFi keeps disconnecting. I noticed this problem at Sports Complex.,IT / Wi-Fi,High
Electrical repair required,There is water leakage that requires immediate repair. Students at Main Gate are affected.,Maintenance,Low
Internet connectivity problem,WiFi is not working in my hostel.,IT / Wi-Fi,Medium
Internet connectivity problem,The internet connection is unavailable. Students at Main Building are affected.,IT / Wi-Fi,High
Maintenance request,A maintenance request has been pending. Students at Hostel B are affected.,Maintenance,Medium
Transport timing problem,The college bus service is facing a problem. I noticed this problem at Academic Block.,Transport,Medium
Lab equipment problem,A computer in the laboratory is not functioning.,Laboratory,High
Lab safety issue,Some required laboratory equipment is missing. The issue is at Library.,Laboratory,Medium
Campus infrastructure problem,There is an electrical infrastructure problem. The issue is at Hostel C.,Infrastructure,High
Cleaning required,There is water leakage that requires immediate repair. I noticed this problem at Hostel C.,Maintenance,Low
Classroom infrastructure issue,The campus infrastructure needs attention.,Infrastructure,Low
Transport timing problem,The college bus requires maintenance. The issue is at Hostel B.,Transport,Low
Lab safety issue,Some required laboratory equipment is missing. The issue is at Hostel C.,Laboratory,Low
Laboratory maintenance,There is a problem with the laboratory facilities. I noticed this problem at Computer Lab.,Laboratory,Medium
Bus overcrowding,The scheduled bus service did not arrive. The issue is at Computer Lab.,Transport,Medium
Laboratory maintenance,There is a problem with the laboratory facilities. I noticed this problem at Hostel B.,Laboratory,Low
Ceiling leakage,The building requires maintenance. Students at Main Gate are affected.,Infrastructure,Medium
Bus delay,The transport timing is inconvenient. This has been causing inconvenience at Sports Complex.,Transport,Medium
Internet connectivity problem,The student portal is not working properly. The issue is at Laboratory Block.,IT / Wi-Fi,Medium
College bus issue,The college bus is overcrowded. I noticed this problem at Main Gate.,Transport,Medium
Maintenance request,There is a plumbing problem that needs attention. Students at Main Building are affected.,Maintenance,Low
Library computer issue,A library facility requires maintenance.,Library,Medium
Laboratory computer issue,The equipment required for the practical is not working. Students at Computer Lab are affected.,Laboratory,High
Classroom problem,Several chairs and desks are damaged. This has been causing inconvenience at Main Building.,Infrastructure,Medium
Bathroom issue,There is a problem with my hostel room. The issue is at Computer Lab.,Hostel,Medium
Laboratory computer issue,The equipment required for the practical is not working. I noticed this problem at Computer Lab.,Laboratory,Low
Cleaning required,There is water leakage that requires immediate repair. I noticed this problem at Hostel A.,Maintenance,Medium
Library seat problem,The library timing is causing difficulty for students. I noticed this problem at Hostel B.,Library,Medium
Internet speed problem,The internet connection is unavailable. Students at Main Building are affected.,IT / Wi-Fi,High
Faculty related issue,I am facing a problem while registering for my course. This has been causing inconvenience at Academic Block.,Academic,High
Electrical repair required,There is a plumbing problem that needs attention.,Maintenance,Medium
Ceiling leakage,The campus infrastructure needs attention. Students at Sports Complex are affected.,Infrastructure,Medium
Missing lab equipment,One of the lab workstations is not working. Students at Campus are affected.,Laboratory,Medium
Laboratory computer issue,Practical equipment appears to be damaged. This has been causing inconvenience at Sports Complex.,Laboratory,Medium
Maintenance request,An electrical repair is required.,Maintenance,High
Digital library issue,The required reference book is unavailable. This has been causing inconvenience at Library.,Library,High
Transport facility issue,There is a problem with the transport facility. The issue is at Computer Lab.,Transport,Low
Electrical repair required,The ceiling fan is not working. I noticed this problem at Sports Complex.,Maintenance,Medium
Library timing problem,There are not enough seats available in the library. This has been causing inconvenience at Hostel A.,Library,Medium
Water leakage,A campus facility is damaged and needs repair. This has been causing inconvenience at Campus.,Maintenance,Low
Hostel room issue,The bathroom facilities require attention. The issue is at Main Gate.,Hostel,Medium
Bathroom issue,A basic hostel facility is not working properly. The issue is at Library.,Hostel,Low
Assignment submission issue,The examination schedule has not been updated properly. This has been causing inconvenience at Campus.,Academic,Medium
Campus WiFi issue,I am facing a network connectivity problem. I noticed this problem at Main Gate.,IT / Wi-Fi,Low
Transport timing problem,There is an issue with the current bus route. The issue is at Hostel B.,Transport,Medium
Water supply problem,The hostel common area is not being cleaned properly. The issue is at Academic Block.,Hostel,High
Faculty related issue,My internal assessment marks appear to be incorrect. The issue is at Hostel A.,Academic,Medium
Damaged facility,The ceiling fan is not working.,Maintenance,Medium
Bus route problem,There is a problem with the transport facility. The issue is at Hostel C.,Transport,Medium
Building maintenance issue,Several chairs and desks are damaged.,Infrastructure,Medium
Bus maintenance problem,The college bus is overcrowded. The issue is at Main Building.,Transport,High
Library seat problem,A library facility requires maintenance. The issue is at Laboratory Block.,Library,High
Maintenance request,The ceiling fan is not working. I noticed this problem at Hostel A.,Maintenance,High
Room maintenance issue,There is a problem with my hostel room. I noticed this problem at Sports Complex.,Hostel,Low
Bus delay,The scheduled bus service did not arrive. This has been causing inconvenience at Hostel C.,Transport,High
Lab equipment problem,Some required laboratory equipment is missing.,Laboratory,Medium
Library facility problem,A computer in the library is not working. Students at Hostel C are affected.,Library,Medium
Reference book unavailable,The library timing is causing difficulty for students. I noticed this problem at Main Building.,Library,High
Hostel facility problem,My hostel room requires maintenance.,Hostel,Medium
Missing lab equipment,The laboratory requires maintenance.,Laboratory,Medium
Electrical repair required,There is water leakage that requires immediate repair. Students at Hostel A are affected.,Maintenance,Medium
Water supply problem,A basic hostel facility is not working properly. This has been causing inconvenience at Main Gate.,Hostel,Medium
Student portal not working,The internet connection is unavailable. This has been causing inconvenience at Hostel C.,IT / Wi-Fi,High
Electrical repair required,There is water leakage that requires immediate repair. I noticed this problem at Sports Complex.,Maintenance,Low
Attendance issue,I need assistance regarding an academic issue.,Academic,Low
Campus infrastructure problem,Some equipment in the classroom is damaged. This has been causing inconvenience at Computer Lab.,Infrastructure,Medium
Student portal not working,I am facing a network connectivity problem. This has been causing inconvenience at Computer Lab.,IT / Wi-Fi,Medium
Student portal not working,Campus WiFi keeps disconnecting.,IT / Wi-Fi,Medium
Hostel room issue,Water supply has been irregular in the hostel. The issue is at Academic Block.,Hostel,Medium
Course registration problem,My internal assessment marks appear to be incorrect.,Academic,Low
Library timing problem,The required reference book is unavailable. Students at Academic Block are affected.,Library,High
Missing bus service,The scheduled bus service did not arrive.,Transport,Medium
Hostel facility problem,My hostel room requires maintenance. This has been causing inconvenience at Main Gate.,Hostel,Low
Hostel room allocation issue,The bathroom facilities require attention. The issue is at Hostel B.,Hostel,High
WiFi not working,I cannot log in to the student portal. Students at Hostel A are affected.,IT / Wi-Fi,Medium
Lab workstation problem,The laboratory requires maintenance. Students at Hostel B are affected.,Laboratory,Medium
Hostel cleanliness problem,The bathroom facilities require attention.,Hostel,Low
Hostel facility problem,The bathroom facilities require attention. The issue is at Main Gate.,Hostel,Low
Library facility problem,There are not enough seats available in the library. I noticed this problem at Academic Block.,Library,Low
Building maintenance issue,The campus infrastructure needs attention. The issue is at Main Gate.,Infrastructure,Medium
Bus route problem,The college bus arrived late today. The issue is at Library.,Transport,High
Hostel facility problem,I have an issue with my hostel room allocation. The issue is at Main Building.,Hostel,Low
Faculty related issue,I am unable to submit my assignment through the portal. I noticed this problem at Main Gate.,Academic,High
Bus overcrowding,The transport timing is inconvenient. The issue is at Hostel A.,Transport,Low
Internet speed problem,WiFi is not working in my hostel. This has been causing inconvenience at Campus.,IT / Wi-Fi,Low
Maintenance request,The ceiling fan is not working. This has been causing inconvenience at Laboratory Block.,Maintenance,Medium
Hostel facility problem,Water supply has been irregular in the hostel. I noticed this problem at Sports Complex.,Hostel,Medium
Login portal issue,Internet speed is extremely slow. Students at Hostel A are affected.,IT / Wi-Fi,Medium
Hostel room issue,The hostel common area is not being cleaned properly.,Hostel,Low
Assignment submission issue,My marks have not been updated on the student portal. The issue is at Hostel B.,Academic,Medium
College bus issue,The college bus is overcrowded. I noticed this problem at Hostel A.,Transport,Medium
Network connection problem,Campus WiFi keeps disconnecting. This has been causing inconvenience at Sports Complex.,IT / Wi-Fi,High
Water supply problem,Water supply has been irregular in the hostel.,Hostel,Medium
Missing bus service,The transport timing is inconvenient. I noticed this problem at Computer Lab.,Transport,Medium
Lab safety issue,Practical equipment appears to be damaged.,Laboratory,Low
Course registration problem,My internal assessment marks appear to be incorrect. This has been causing inconvenience at Sports Complex.,Academic,Medium
Hostel cleanliness problem,I have an issue with my hostel room allocation. Students at Campus are affected.,Hostel,Medium
Internet connectivity problem,I cannot log in to the student portal. The issue is at Hostel C.,IT / Wi-Fi,Medium
Bus maintenance problem,There is an issue with the current bus route. This has been causing inconvenience at Hostel A.,Transport,Low
Practical equipment damaged,One of the lab workstations is not working. The issue is at Main Building.,Laboratory,Low
Lab workstation problem,There is a problem with the laboratory facilities. This has been causing inconvenience at Hostel A.,Laboratory,High
